Timestamp,Open,High,Low,Close,Volume (Ticks)
2025-11-09 22:15:51,2499.59,2499.59,2498.63,2498.63,4
2025-11-09 22:16:51,2498.63,2498.74,2498.57,2498.57,4
2025-11-09 22:17:51,2498.57,2499.02,2498.57,2499.02,4
2025-11-09 22:18:51,2499.02,2499.39,2498.92,2499.39,4
2025-11-09 22:19:51,2499.39,2499.96,2499.2,2499.96,4
2025-11-09 22:20:51,2499.96,2500.17,2499.73,2499.8,4
2025-11-09 22:21:51,2499.8,2499.8,2499.15,2499.15,4
2025-11-09 22:22:51,2499.15,2499.95,2499.15,2499.95,4
2025-11-09 22:23:51,2499.95,2500.22,2499.78,2499.78,4
2025-11-09 22:24:51,2499.78,2499.8,2499.25,2499.25,4
2025-11-09 22:25:51,2499.25,2499.25,2498.74,2499.05,4
2025-11-09 22:26:51,2499.05,2499.57,2499.05,2499.57,4
2025-11-09 22:27:51,2499.57,2499.57,2499.04,2499.04,4
2025-11-09 22:28:51,2499.04,2499.04,2498.92,2498.92,4
2025-11-09 22:29:51,2498.92,2499.65,2498.92,2499.65,4
2025-11-09 22:30:51,2499.65,2500.1,2499.65,2500.1,4
2025-11-09 22:31:51,2500.1,2501.39,2500.1,2501.39,4
2025-11-09 22:32:51,2501.39,2501.39,2500.99,2501.34,4
2025-11-09 22:33:51,2501.34,2501.57,2501.34,2501.41,4
2025-11-09 22:34:51,2501.41,2501.84,2501.41,2501.48,4
2025-11-09 22:35:51,2501.48,2501.72,2500.96,2500.96,4
2025-11-09 22:36:51,2500.96,2500.96,2500.39,2500.85,4
2025-11-09 22:37:51,2500.85,2501.2,2500.85,2501.2,4
2025-11-09 22:38:51,2501.2,2501.86,2501.2,2501.54,4
2025-11-09 22:39:51,2501.54,2502.1,2501.54,2502.1,4
2025-11-09 22:40:51,2502.1,2502.1,2501.88,2501.88,4
2025-11-09 22:41:51,2501.88,2502.19,2501.84,2502.19,4
2025-11-09 22:42:51,2502.19,2502.19,2501.66,2501.66,4
2025-11-09 22:43:51,2501.66,2502.65,2501.66,2502.65,4
2025-11-09 22:44:51,2502.65,2502.65,2501.86,2501.86,4
2025-11-09 22:45:51,2501.86,2502.22,2501.64,2501.64,4
2025-11-09 22:46:51,2501.64,2501.66,2501.43,2501.66,4
2025-11-09 22:47:51,2501.66,2501.69,2501.19,2501.69,4
2025-11-09 22:48:51,2501.69,2502.37,2501.69,2502.37,4
2025-11-09 22:49:51,2502.37,2502.92,2502.37,2502.58,4
2025-11-09 22:50:51,2502.58,2502.58,2501.83,2501.83,4
2025-11-09 22:51:51,2501.83,2502.38,2501.79,2502.38,4
2025-11-09 22:52:51,2502.38,2502.38,2501.88,2501.88,4
2025-11-09 22:53:51,2501.88,2501.92,2501.54,2501.92,4
2025-11-09 22:54:51,2501.92,2502.39,2501.92,2502.11,4
2025-11-09 22:55:51,2502.11,2502.11,2501.32,2501.32,4
2025-11-09 22:56:51,2501.32,2501.32,2500.92,2501.3,4
2025-11-09 22:57:51,2501.3,2501.3,2500.86,2500.86,4
2025-11-09 22:58:51,2500.86,2500.95,2500.81,2500.95,4
2025-11-09 22:59:51,2500.95,2500.95,2500.54,2500.54,4
2025-11-09 23:00:51,2500.54,2501.0,2500.51,2500.51,4
2025-11-09 23:01:51,2500.51,2501.31,2500.51,2500.98,4
2025-11-09 23:02:51,2500.98,2501.8,2500.98,2501.8,4
2025-11-09 23:03:51,2501.8,2501.8,2501.41,2501.41,4
2025-11-09 23:04:51,2501.41,2501.91,2501.41,2501.54,4
2025-11-09 23:05:51,2501.54,2502.07,2501.54,2501.71,4
2025-11-09 23:06:51,2501.71,2502.34,2501.71,2502.18,4
2025-11-09 23:07:51,2502.18,2502.58,2502.16,2502.58,4
2025-11-09 23:08:51,2502.58,2502.91,2502.46,2502.84,4
2025-11-09 23:09:51,2502.84,2502.84,2501.96,2501.96,4
2025-11-09 23:10:51,2501.96,2501.96,2501.43,2501.93,4
2025-11-09 23:11:51,2501.93,2502.1,2501.86,2501.94,4
2025-11-09 23:12:51,2501.94,2502.54,2501.78,2502.54,4
2025-11-09 23:13:51,2502.54,2503.34,2502.54,2503.34,4
2025-11-09 23:14:51,2503.34,2503.34,2502.59,2502.59,4
2025-11-09 23:15:51,2502.59,2502.59,2502.55,2502.55,4
2025-11-09 23:16:51,2502.55,2503.19,2502.55,2502.71,4
2025-11-09 23:17:51,2502.71,2503.13,2502.71,2502.78,4
2025-11-09 23:18:51,2502.78,2503.23,2502.57,2502.57,4
2025-11-09 23:19:51,2502.57,2503.16,2502.48,2503.16,4
2025-11-09 23:20:51,2503.16,2503.99,2503.16,2503.59,4
2025-11-09 23:21:51,2503.59,2504.03,2503.42,2504.03,4
2025-11-09 23:22:51,2504.03,2504.46,2504.03,2504.3,4
2025-11-09 23:23:51,2504.3,2504.3,2502.91,2502.91,4
2025-11-09 23:24:51,2502.91,2503.57,2502.91,2503.57,4
2025-11-09 23:25:51,2503.57,2504.03,2503.57,2504.03,4
2025-11-09 23:26:51,2504.03,2504.56,2503.96,2504.56,4
