Timestamp,Open,High,Low,Close,Volume (Ticks)
2025-11-10 16:06:19,2500.26,2500.26,2499.43,2499.78,4
2025-11-10 16:07:19,2499.78,2500.26,2499.78,2499.79,4
2025-11-10 16:08:19,2499.79,2499.79,2499.58,2499.79,4
2025-11-10 16:09:19,2499.79,2499.99,2499.65,2499.97,4
2025-11-10 16:10:19,2499.97,2500.11,2499.81,2499.94,4
2025-11-10 16:11:19,2499.94,2500.44,2499.94,2500.44,4
2025-11-10 16:12:19,2500.44,2500.44,2499.82,2499.82,4
2025-11-10 16:13:19,2499.82,2499.82,2499.46,2499.52,4
2025-11-10 16:14:19,2499.52,2499.66,2499.41,2499.66,4
2025-11-10 16:15:19,2499.66,2499.66,2498.78,2498.78,4
2025-11-10 16:16:19,2498.78,2498.78,2497.74,2497.74,4
2025-11-10 16:17:19,2497.74,2497.74,2496.36,2496.36,4
2025-11-10 16:18:19,2496.36,2496.36,2495.87,2495.94,4
2025-11-10 16:19:19,2495.94,2496.2,2495.74,2496.2,4
2025-11-10 16:20:19,2496.2,2496.37,2495.98,2495.98,4
2025-11-10 16:21:19,2495.98,2496.32,2495.83,2496.19,4
2025-11-10 16:22:19,2496.19,2496.19,2495.88,2496.02,4
2025-11-10 16:23:19,2496.02,2496.02,2495.37,2495.65,4
2025-11-10 16:24:19,2495.65,2495.65,2495.06,2495.51,4
2025-11-10 16:25:19,2495.51,2495.87,2495.51,2495.87,4
2025-11-10 16:26:19,2495.87,2495.87,2494.9,2494.9,4
2025-11-10 16:27:19,2494.9,2495.04,2494.78,2495.04,4
2025-11-10 16:28:19,2495.04,2495.24,2495.04,2495.12,4
2025-11-10 16:29:19,2495.12,2495.12,2494.68,2494.74,4
2025-11-10 16:30:19,2494.74,2494.74,2493.79,2493.79,4
2025-11-10 16:31:19,2493.79,2494.36,2493.79,2494.36,4
2025-11-10 16:32:19,2494.36,2494.78,2494.36,2494.78,4
2025-11-10 16:33:19,2494.78,2494.81,2494.44,2494.81,4
2025-11-10 16:34:19,2494.81,2495.1,2494.64,2494.64,4
2025-11-10 16:35:19,2494.64,2494.64,2494.11,2494.21,4
2025-11-10 16:36:19,2494.21,2494.54,2494.16,2494.16,4
2025-11-10 16:37:19,2494.16,2494.31,2493.84,2493.84,4
2025-11-10 16:38:19,2493.84,2494.08,2493.63,2493.63,4
2025-11-10 16:39:19,2493.63,2493.63,2493.0,2493.0,4
2025-11-10 16:40:19,2493.0,2493.0,2492.5,2492.6,4
2025-11-10 16:41:19,2492.6,2492.6,2491.59,2491.59,4
2025-11-10 16:42:19,2491.59,2491.99,2491.58,2491.58,4
2025-11-10 16:43:19,2491.58,2491.95,2491.58,2491.95,4
2025-11-10 16:44:19,2491.95,2492.46,2491.77,2492.46,4
2025-11-10 16:45:19,2492.46,2493.56,2492.46,2493.56,4
2025-11-10 16:46:19,2493.56,2493.56,2493.19,2493.36,4
2025-11-10 16:47:19,2493.36,2494.03,2493.24,2494.03,4
2025-11-10 16:48:19,2494.03,2494.59,2494.03,2494.5,4
2025-11-10 16:49:19,2494.5,2494.79,2494.2,2494.79,4
2025-11-10 16:50:19,2494.79,2494.98,2494.52,2494.52,4
2025-11-10 16:51:19,2494.52,2494.74,2494.06,2494.74,4
2025-11-10 16:52:19,2494.74,2494.74,2494.31,2494.31,4
2025-11-10 16:53:19,2494.31,2494.4,2494.02,2494.14,4
2025-11-10 16:54:19,2494.14,2495.09,2494.14,2495.09,4
2025-11-10 16:55:19,2495.09,2495.09,2494.6,2494.9,4
2025-11-10 16:56:19,2494.9,2494.9,2494.2,2494.39,4
2025-11-10 16:57:19,2494.39,2494.58,2494.39,2494.57,4
2025-11-10 16:58:19,2494.57,2495.63,2494.57,2495.63,4
2025-11-10 16:59:19,2495.63,2495.91,2495.14,2495.91,4
2025-11-10 17:00:19,2495.91,2495.91,2495.58,2495.82,4
2025-11-10 17:01:19,2495.82,2496.22,2495.79,2495.79,4
2025-11-10 17:02:19,2495.79,2496.47,2495.79,2496.47,4
2025-11-10 17:03:19,2496.47,2496.75,2496.11,2496.75,4
