Timestamp,Open,High,Low,Close,Volume (Ticks)
2025-11-09 16:58:59,2499.87,2500.67,2499.87,2500.67,4
2025-11-09 16:59:59,2500.67,2501.13,2500.63,2501.02,4
2025-11-09 17:00:59,2501.02,2501.69,2501.02,2501.69,4
2025-11-09 17:01:59,2501.69,2501.69,2500.78,2500.78,4
2025-11-09 17:02:59,2500.78,2501.53,2500.78,2501.21,4
2025-11-09 17:03:59,2501.21,2501.21,2500.58,2501.01,4
2025-11-09 17:04:59,2501.01,2501.01,2500.82,2500.82,4
2025-11-09 17:05:59,2500.82,2501.14,2500.66,2501.01,4
2025-11-09 17:06:59,2501.01,2501.4,2501.01,2501.34,4
2025-11-09 17:07:59,2501.34,2501.34,2500.78,2500.78,4
2025-11-09 17:08:59,2500.78,2500.86,2500.71,2500.71,4
2025-11-09 17:09:59,2500.71,2500.71,2500.23,2500.23,4
2025-11-09 17:10:59,2500.23,2500.42,2499.76,2499.76,4
