Timestamp,Open,High,Low,Close,Volume (Ticks)
2025-11-09 16:56:48,2499.78,2501.06,2499.78,2501.06,4
2025-11-09 16:57:48,2501.06,2501.15,2500.63,2501.06,5
2025-11-09 16:58:48,2501.06,2501.32,2500.46,2500.46,5
2025-11-09 16:59:48,2500.46,2500.85,2500.46,2500.57,5
2025-11-09 17:00:48,2500.57,2500.57,2500.14,2500.25,5
2025-11-09 17:01:48,2500.25,2500.25,2499.18,2499.18,5
2025-11-09 17:02:48,2499.18,2499.61,2498.72,2498.72,5
2025-11-09 17:03:48,2498.72,2498.72,2498.16,2498.27,5
2025-11-09 17:04:48,2498.27,2498.54,2497.8,2498.54,5
2025-11-09 17:05:48,2498.54,2499.42,2498.54,2499.16,5
2025-11-09 17:06:48,2499.16,2499.25,2498.84,2498.84,5
2025-11-09 17:07:48,2498.84,2498.96,2498.4,2498.4,5
2025-11-09 17:08:48,2498.4,2499.06,2498.4,2498.86,5
2025-11-09 17:09:48,2498.86,2498.86,2497.98,2497.98,5
2025-11-09 17:10:48,2497.98,2498.01,2497.69,2498.0,5
2025-11-09 17:11:48,2498.0,2498.0,2497.38,2497.38,5
2025-11-09 17:12:48,2497.38,2497.65,2497.17,2497.53,5
2025-11-09 17:13:48,2497.53,2497.87,2497.4,2497.87,5
2025-11-09 17:14:48,2497.87,2498.25,2497.83,2498.25,5
2025-11-09 17:15:48,2498.25,2498.61,2498.19,2498.42,5
2025-11-09 17:16:48,2498.42,2498.84,2498.42,2498.84,5
